run_id	review_id	claim_id	statement	sourceUnitIds	correctness	support	reason
20260905_165151_2dde4d	A41	canon-android-studio-gemeinsame-ide	Das Team soll möglichst dieselbe Entwicklungsumgebung verwenden; dafür wurde Android Studio als gemeinsame Umgebung festgelegt.	AU-0098,AU-0100,AU-0101	no_distortion_found	inferentially_supported	AU-0098/100/101 tragen die angestrebte gemeinsame IDE und Einigung auf Android Studio; möglichst bewahrt den freiwilligen Charakter.
20260905_165151_2dde4d	A42	canon-einheitliche-versionen	Im Team sollen identische Versionen der eingesetzten Flutter- und Dart-Werkzeuge installiert werden, um Entwicklungsprobleme zu vermeiden.	AU-0102	no_distortion_found	directly_supported	AU-0102 fordert gleiche Werkzeugversionen; Weglassen der Nummern ist keine Quellenverfälschung des verbleibenden Inhalts.
20260905_165151_2dde4d	A43	canon-firebase-vorerst	Für die Datenhaltung soll vorerst Firebase Firestore als Ausgangspunkt verwendet werden.	AU-0104,AU-0107	no_distortion_found	directly_supported	AU-0104/107 empfehlen Firestore und bleiben zunächst dabei.
20260905_165151_2dde4d	A44	canon-lokale-speicherung-sync-offen	Es ist noch zu klären, wie Cloud-Daten lokal auf dem Gerät gespeichert und geladen werden sollen.	AU-0105,AU-0106	no_distortion_found	directly_supported	AU-0105/106 erläutern offene lokale Speicherung und Abruf aus der Cloud.
20260905_165151_2dde4d	A45	canon-android11-testbasis	Für die erste Entwicklung und das Testen soll Android 11 als gemeinsamer Zielstand verwendet werden.	AU-0111,AU-0112	no_distortion_found	directly_supported	AU-0111/112 legen zunächst Android 11 zum Entwickeln/Testen fest.
20260905_165151_2dde4d	A46	canon-coding-regeln-offen	Im nächsten Teamtreffen sollen Regeln für das Vorgehen beim Programmieren, etwa Kommentarregeln, festgelegt werden.	AU-0113	no_distortion_found	directly_supported	AU-0113 kündigt Programmierregeln im nächsten Teamtreffen an.
20260905_165151_2dde4d	A47	canon-jetx-paket-pruefen	Das JetX-Package soll als mögliche technische Rahmenbedingung berücksichtigt und in der Umsetzung erprobt werden.	AU-0114,AU-0115	no_distortion_found	directly_supported	AU-0114/115 nehmen JetX zum Erproben in Rahmenbedingungen auf.
20260905_165658_1271bb	B01	canonical-produktvision-digitale-kommunikationsloesung	Es wird eine digitale Lösung angestrebt, die die Kommunikation zwischen beeinträchtigten Bewohnern und anderen Menschen verbessert bzw. unterstützt.	AU-0001	no_distortion_found	directly_supported	AU-0001 trägt Digitalpräferenz und Kommunikationsförderung.
20260905_165658_1271bb	B02	canonical-kein-direktes-uebersetzungssystem	Die Lösung darf kein direktes Übersetzungssystem zwischen allgemeiner Sprache und der individuellen Sprache einzelner Bewohner sein.	AU-0004,AU-0005	no_distortion_found	directly_supported	AU-0004/5 schließen individuelles Übersetzungssystem aus.
20260905_165658_1271bb	B03	canonical-kontext-bewohnerakten-vorhanden	Für Bewohner existieren bereits klassische Akten mit dokumentierten Informationen.	AU-0007	no_distortion_found	directly_supported	AU-0007 nennt vorhandene klassische Bewohnerakten.
20260905_165658_1271bb	B04	canonical-prozess-vor-ort-beobachtung	Zur Anforderungsanalyse soll ein Kennenlern- bzw. Beobachtungstermin vor Ort stattfinden; bei Bedarf sind Besuche in mehreren Einrichtungen vorgesehen.	AU-0009	no_distortion_found	inferentially_supported	AU-0009 vereinbart Kennenlerntermine für ein größeres Gesamtbild. Der allgemeine Analyse-/Beobachtungszweck ist daraus inferierbar. Anders als R05 nennt B04 keinen speziellen Kommunikationsbeobachtungszweck; strengere Kontextlesart separat als Sensitivität.
20260905_165658_1271bb	B05	canonical-zielrichtung-bewohner-besser-verstehen	Die Lösung soll primär dabei helfen, Bewohner besser zu verstehen, statt vorrangig Bewohner beim Verstehen anderer zu unterstützen.	AU-0011	no_distortion_found	partially_supported	AU-0011 benennt bevorzugtes Verstehen der Bewohner; die explizite Gegenrichtung des Vergleichs steht erst in AU-0010 und ist nicht mitreferenziert.
20260905_165658_1271bb	B06	canonical-app-kommunikationswissen-nachschlagen	Als Lösungsrichtung soll eine App verfolgt werden, die Wissen über die Kommunikationsweise einer Person enthält, damit andere bei Verständigungsproblemen nachschlagen können.	AU-0014,AU-0015	no_distortion_found	directly_supported	AU-0014/15 tragen App-Idee, Kommunikationswissen und Nachschlagen.
20260905_165658_1271bb	B07	canonical-prozess-hep-naechster-termin	Beim nächsten Termin soll ein Heilerziehungspfleger teilnehmen, damit fachliche Rückfragen direkt geklärt werden können.	AU-0015	no_distortion_found	directly_supported	AU-0015 kündigt Heilerziehungspfleger und Rückfragen an.
20260905_165658_1271bb	B08	canonical-risiko-bestehende-dokumentation-schwer-nutzbar	Bestehende Dokumentationen werden in der Praxis teilweise nicht gelesen, weil sie zu umfangreich sind und gesuchte Informationen schwer auffindbar sind.	AU-0018	no_distortion_found	directly_supported	AU-0018 berichtet Nichtlesen wegen Umfang/Auffindbarkeit; teilweise wahrt die begrenzte Beobachtung.
20260905_165658_1271bb	B09	canonical-offen-akteneinsicht-datenschutz	Es muss geklärt werden, ob Projektbeteiligte aus Datenschutzgründen Einsicht in Bewohnerakten für Analysezwecke erhalten dürfen.	AU-0020	no_distortion_found	inferentially_supported	AU-0020 trägt offene Einsicht wegen Datenschutz; Analysezweck ist eine nachvollziehbare Zusammenfassung der erbetenen Einsicht, kein Import in die App behauptet.
20260905_165658_1271bb	B10	canonical-kontext-einarbeitung-begleitet-kommunikation	Neue Mitarbeiter werden begleitet eingearbeitet; erfahrene Kräfte erklären dabei Kommunikationsbedeutungen, bis Bewohner und neue Mitarbeiter sich ausreichend kennen und verstehen.	AU-0022	no_distortion_found	directly_supported	AU-0022 beschreibt begleitete Einarbeitung und Erklärung von Kommunikationsbedeutungen.
20260905_165658_1271bb	B11	canonical-dynamische-erweiterung-kommunikationswissen	Die App soll dynamisch erweiterbar sein, sodass neue Erfahrungen und neues Wissen zur Kommunikation hinzugefügt werden können.	AU-0026,AU-0027	no_distortion_found	directly_supported	AU-0026/27 tragen dynamisches Hinzufügen neuen Kommunikationswissens.
20260905_165658_1271bb	B12	canonical-multimodale-darstellung	Informationen sollen nicht nur textuell, sondern auch in anderen Darstellungsformen präsentiert werden.	AU-0028	no_distortion_found	directly_supported	AU-0028 verlangt andere Darstellungen neben Text.
20260905_165658_1271bb	B13	canonical-offen-bilder-einwilligung-datenschutz	Es muss geklärt werden, ob Bilder erstellt oder bereitgestellt und testweise in die App eingefügt werden dürfen; dafür sind Datenschutz und die Zustimmung der Angehörigen zu prüfen.	AU-0029,AU-0030	no_distortion_found	directly_supported	AU-0029/30 tragen Vorabklärung, Angehörige und testweise Fotoverwendung.
20260905_165658_1271bb	B14	canonical-angehoerige-zugriff-und-beitrag	Angehörige sollen Zugriff auf die App erhalten können und Inhalte bzw. Wissen zum Bewohner beitragen dürfen.	AU-0036,AU-0037	no_distortion_found	directly_supported	AU-0036/37 tragen Angehörigenzugriff und Inhaltsbeiträge.
20260905_165658_1271bb	B15	canonical-no-go-seite-mit-erweiterung	Die App soll eine No-Go-Seite enthalten, auf der kritische Dinge festgehalten werden, die in Gegenwart eines Bewohners vermieden werden müssen; diese Liste soll per Plus-Button dynamisch erweiterbar sein.	AU-0039,AU-0040,AU-0055	no_distortion_found	directly_supported	AU-0039/40/55 tragen No-Go-Seite, kritische Inhalte und Plus-Erweiterung.
20260905_165658_1271bb	B16	canonical-login-ohne-selbstregistrierung-intern	Die App ist ausschließlich für den internen Gebrauch vorgesehen und darf keine Selbstregistrierung anbieten; der Zugang erfolgt nur per Login, und neue Accounts dürfen ausschließlich durch einen Admin angelegt und verwaltet werden.	AU-0044,AU-0045,AU-0060,AU-0119	no_distortion_found	directly_supported	AU-0044/45/60/119 tragen internen Login ohne Selbstregistrierung und ausschließliche Admin-Anlage.
20260905_165658_1271bb	B17	canonical-rollenmodell-admin-user	Es soll mindestens die Rollen Admin und User geben; Admins dürfen Accounts anlegen und verwalten, User dürfen Inhalte hinzufügen, aber keine Accounts erstellen und keine Inhalte löschen.	AU-0043,AU-0060	no_distortion_found	directly_supported	AU-0043/60 tragen Admin/User und ausdrücklich beide User-Verbote.
20260905_165658_1271bb	B18	canonical-zugriff-pro-einrichtung	Mitarbeiter dürfen nur die Profile der Bewohner ihrer eigenen Einrichtung sehen und nicht einrichtungsübergreifend auf alle Profile zugreifen.	AU-0063,AU-0064	no_distortion_found	directly_supported	AU-0063/64 tragen Beschränkung auf Bewohner der eigenen Einrichtung.
20260905_165658_1271bb	B19	canonical-profiluebersicht-mit-suche-und-karten	Nach dem Login soll eine Profilübersicht angezeigt werden, die eine anklickbare Liste bzw. Kacheln aller sichtbaren Profile mit Vorschaubild, Name und kurzer Beschreibung enthält; unter der Appbar soll dafür eine gut sichtbare Suchleiste zur gezielten Profilsuche vorhanden sein.	AU-0045,AU-0069,AU-0070,AU-0121,AU-0122	no_distortion_found	directly_supported	AU-0045/69/70/121/122 tragen Loginfolge, auswählbare Profile, Suchleiste und Darstellungsalternative.
20260905_165658_1271bb	B20	canonical-neues-profil-anlegen	Neue Profile sollen über ein Plus-Symbol auf der Profilübersicht angelegt werden können; der dazugehörige Dialog soll mindestens Bild, Name und Beschreibung erfassen.	AU-0123	no_distortion_found	directly_supported	AU-0123 trägt Plus-Symbol und Dialogfelder Bild/Name/Beschreibung.
20260905_165658_1271bb	B21	canonical-about-me-seite	Jedes Profil soll eine About-Me-Seite mit persönlichen Informationen sowie einer per Plus-Button erweiterbaren Bildliste bzw. Foto-Timeline mit Beschreibungen enthalten; neueste Bilder sollen oben erscheinen.	AU-0047,AU-0125	no_distortion_found	directly_supported	AU-0047/125 tragen persönliche About-Me-Inhalte, Bildbeschreibungen, Plus und Timeline-Reihenfolge.
20260905_165658_1271bb	B22	canonical-kommunikationsscreen-verbal-nonverbal-mit-video-und-suche	Die Kommunikationsfunktion soll in verbale und nonverbale Bereiche unterteilt sein; in beiden Bereichen sollen Kommunikationsweisen mit Texten, Bildern und erweiterbaren Einträgen erfasst werden können, Videos sollen in diese Kommunikationsbereiche integriert sein, und auf den Kommunikationsseiten soll eine Suchfunktion verfügbar sein.	AU-0032,AU-0049,AU-0070,AU-0074,AU-0075,AU-0076,AU-0126	no_distortion_found	directly_supported	AU-0049/70/74/75/76/126 tragen getrennte Kommunikation, Text/Bild-Erweiterung, integrierte Videos und Suche.
20260905_165658_1271bb	B23	canonical-offen-beschreibungsmuster-kommunikation	Für Kommunikationsbeschreibungen soll ein einheitliches Eingabemuster vorgesehen werden, damit Suche und Filterung besser funktionieren; die genaue Formulierung ist noch festzulegen.	AU-0071,AU-0072	no_distortion_found	directly_supported	AU-0071/72 tragen systematisches Eingabemuster und noch abzustimmende Formulierung.
20260905_165658_1271bb	B24	canonical-kalender-mit-medikation	Die App soll idealerweise einen übersichtlichen Kalender für Termine enthalten; auch Medikamentengaben sollen dort abbildbar sein.	AU-0051,AU-0052	no_distortion_found	directly_supported	AU-0051 formuliert Kalender/Medikamentengaben als Entwurf; idealerweise erfindet keine neue Verbindlichkeit.
20260905_165658_1271bb	B25	canonical-globale-appbar-mit-settings	Nach dem Login soll auf jeder Seite eine Appbar vorhanden sein, die Rücknavigation und Logout unterstützt; links soll ein Zurück-Pfeil, mittig der Name der aktuellen Seite und rechts ein Einstellungssymbol angezeigt werden, das zur Einstellungsseite führt.	AU-0054,AU-0120	no_distortion_found	directly_supported	AU-0054 trägt Logout; AU-0120 ergänzt Positionen und drei Appbar-Funktionen, ohne Logout ausdrücklich aufzuheben.
20260905_165658_1271bb	B26	canonical-bewohner-account-mit-begrenzten-rechten	Es soll einen Bewohner-Account mit speziellen, begrenzten Rechten geben, der nur das eigene Profil sehen darf und mindestens den Zugriff auf den About-Me-Bereich mit eigenem Hinzufügen von Bildern unterstützt; die Funktionen sind zur Minimierung von Fehlbedienungen bewusst einzuschränken.	AU-0079,AU-0080,AU-0082,AU-0083	no_distortion_found	directly_supported	AU-0079/80/82/83 tragen Bewohnerrolle, eigenes Profil/Bilder und eingeschränkte Funktionen; der Claim lässt den engen Umfang teilweise unbestimmt, fügt aber keine konkrete zusätzliche Berechtigung hinzu.
20260905_165658_1271bb	B27	canonical-popup-benachrichtigung-about-me-updates	Wenn im About-Me-Bereich neue Inhalte hochgeladen werden, sollen verbundene Nutzer derselben Einrichtung idealerweise eine Popup-Benachrichtigung erhalten.	AU-0078,AU-0079	distortion_found	partially_supported	AU-0078 formuliert Popup als Soll-Funktion, AU-0079 bestätigt; idealerweise schwächt dies im Claim zur Präferenz ab.
20260905_165658_1271bb	B28	canonical-hilfe-tutorial	Die App soll optional eine Hilfe- bzw. Tutorial-Funktion enthalten, etwa als Einführung beim ersten Login und als später erneut aufrufbarer Hilfebereich.	AU-0086,AU-0132	no_distortion_found	directly_supported	AU-0086/132 beschreiben Hilfe und Erstlogin-Tour entwurfsartig (könnte helfen/wäre sinnvoll). Autor hält optional hier für angemessen; entsprechende Modalitätslesart übernommen, striktere Erstlesart als Sensitivität erhalten.
20260905_165658_1271bb	B29	canonical-settings-rollenabhaengig	Die App soll eine Einstellungsseite mit rollenabhängiger Ansicht haben; Admins sollen dort Nutzeraccounts hinzufügen und Rechte anpassen können, während alle Nutzer ihr Profil ändern und Einstellungen wie Sprache wählen können.	AU-0130	no_distortion_found	directly_supported	AU-0130 trägt Settingsrollen, Admin-Funktionen sowie Profil-/Spracheinstellungen aller Nutzer.
20260905_165658_1271bb	B30	canonical-barrierefreiheit-ui	Die App soll barrierearm gestaltet werden, insbesondere mit großer Schrift, ausreichendem Kontrast und zurückhaltender Farbverwendung.	AU-0133	no_distortion_found	directly_supported	AU-0133 trägt große Schrift, Kontrast und zurückhaltende Farben.
20260905_165658_1271bb	B31	canonical-offen-alternative-eingaben	Sprachbefehle oder andere alternative Eingabemethoden für beeinträchtigte Nutzer sollen geprüft und gegebenenfalls berücksichtigt werden.	AU-0134	no_distortion_found	directly_supported	AU-0134 formuliert mögliche Prüfung alternativer Eingaben.
20260905_165658_1271bb	B32	canonical-keine-ablenkenden-animationen	Ablenkende Animationen sollen vermieden werden.	AU-0135	no_distortion_found	partially_supported	Identisches Proposition-/Referenzpaar wie A39; AU-0135 allein enthält keinen benannten Gegenstand Animationen, sondern nur sie.
20260905_165658_1271bb	B33	canonical-offen-tablet-support	Es muss evaluiert werden, ob die App zusätzlich auf Tablets lauffähig sein soll bzw. kann.	AU-0067,AU-0068	no_distortion_found	directly_supported	AU-0067/68 tragen Evaluationsbedarf für Tablets.
20260905_165658_1271bb	B34	canonical-cross-platform-ios-android	Die App soll plattformübergreifend entwickelt werden und sowohl auf iOS- als auch auf Android-Smartphones laufen.	AU-0066,AU-0093	no_distortion_found	directly_supported	AU-0066/93 tragen beide Mobilplattformen.
20260905_165658_1271bb	B35	canonical-technologie-flutter-dart	Für die Entwicklung sollen Flutter und Dart verwendet werden.	AU-0093,AU-0095	no_distortion_found	directly_supported	AU-0093/95 wählen Flutter/Dart.
20260905_165658_1271bb	B36	canonical-entwicklungsumgebung-android-studio	Im Team soll Android Studio als gemeinsame Entwicklungsumgebung verwendet werden.	AU-0098,AU-0101	no_distortion_found	inferentially_supported	AU-0098/101 tragen gemeinsame Android-Studio-Orientierung; verbindliches Verbot anderer IDEs wird nicht behauptet.
20260905_165658_1271bb	B37	canonical-prozess-gemeinsame-versionen	Alle Teammitglieder sollen dieselben installierten Versionen der Entwicklungswerkzeuge verwenden, um spätere Probleme zu vermeiden.	AU-0102	no_distortion_found	directly_supported	AU-0102 verlangt gleiche installierte Werkzeugversionen; konkrete Versionsnummern fehlen nur im Coverage-Umfang.
20260905_165658_1271bb	B38	canonical-backend-firebase-firestore	Als zentrale Datenbank soll zunächst Firebase Firestore verwendet werden.	AU-0104,AU-0107	no_distortion_found	directly_supported	AU-0104/107 tragen vorläufige Firebase-Firestore-Wahl.
20260905_165658_1271bb	B39	canonical-offen-lokaler-cache	Es muss geklärt werden, ob und wie Cloud-Daten lokal auf dem Gerät zwischengespeichert werden sollen, um wiederholtes Laden zu vermeiden.	AU-0105,AU-0106	no_distortion_found	directly_supported	AU-0105/106 tragen offene lokale Speicherung und den Zweck, nicht ständig erneut aus Firebase zu laden.
20260905_165658_1271bb	B40	canonical-testziel-android11	Für die erste Entwicklung und Testausführung soll Android 11 als gemeinsamer Zielstand verwendet werden.	AU-0111	no_distortion_found	directly_supported	AU-0111 trägt Android 11 für anfängliche Entwicklung und Testen.
20260905_165658_1271bb	B41	canonical-offen-jetx-einsatz	Der Einsatz des JetX-Pakets soll berücksichtigt und im Projekt ausprobiert bzw. bewertet werden.	AU-0114,AU-0115	no_distortion_found	directly_supported	AU-0114/115 tragen Aufnahme und Erprobung von JetX.
